loss,acc,val_loss,val_acc
0.704196035861969,0.5198063254356384,0.66766357421875,0.6116071343421936
0.6618797779083252,0.6159496307373047,0.6628983020782471,0.6104910969734192
0.6549554467201233,0.6159771084785461,0.6579033136367798,0.6106026768684387
0.646872341632843,0.6217264533042908,0.654712975025177,0.6290178298950195
0.6367617249488831,0.6619167923927307,0.654423177242279,0.6301339268684387
0.625116765499115,0.6876375675201416,0.6508690118789673,0.6295759081840515
0.611125648021698,0.70939701795578,0.6508328318595886,0.6212053298950195
0.5981065034866333,0.7196853160858154,0.6497055888175964,0.6194196343421936
0.5827990174293518,0.73786860704422,0.6529920697212219,0.6169642806053162
0.5702039003372192,0.7465614080429077,0.6563944816589355,0.608593761920929
0.5568370223045349,0.7561344504356384,0.6569914221763611,0.6100446581840515
0.5426398515701294,0.7677156925201416,0.6623585224151611,0.6107142567634583
0.5321975946426392,0.7720895409584045,0.6669983863830566,0.6040178537368774
0.5213125348091125,0.7772887349128723,0.6712397336959839,0.6083705425262451
0.5087974071502686,0.7861740589141846,0.6752651929855347,0.6055803298950195
0.4973430335521698,0.7942891716957092,0.685809850692749,0.6021205186843872
0.48659229278564453,0.8010838627815247,0.6864284873008728,0.6053571701049805
0.4771803319454193,0.8049901127815247,0.6931121945381165,0.6044642925262451
0.46559566259384155,0.8118122816085815,0.6978387832641602,0.6011160612106323
0.45754048228263855,0.8165162801742554,0.7110313177108765,0.6015625
