loss,acc,val_loss,val_acc
0.6676937937736511,0.6147474050521851,0.6687217354774475,0.6103070378303528
0.665988028049469,0.6160870790481567,0.6690710186958313,0.6104166507720947
0.6658042073249817,0.6160597205162048,0.6685748100280762,0.6110745668411255
0.6659188866615295,0.6160870790481567,0.6689302325248718,0.6108552813529968
0.6660382151603699,0.6160870790481567,0.6685543656349182,0.6105263233184814
0.6660627126693726,0.6160323619842529,0.6684719324111938,0.6106359362602234
0.6659641861915588,0.6160870790481567,0.6688361167907715,0.6106359362602234
0.6659836769104004,0.6160597205162048,0.6683815717697144,0.6107456088066101
0.6660043001174927,0.6160597205162048,0.6686267852783203,0.6106359362602234
0.6658743619918823,0.6160323619842529,0.669189989566803,0.6104166507720947
0.6658618450164795,0.6160870790481567,0.6682628989219666,0.6107456088066101
0.6656352877616882,0.6160597205162048,0.6685287952423096,0.6101973652839661
0.6653594970703125,0.6160323619842529,0.6682756543159485,0.6104166507720947
0.6652496457099915,0.6160323619842529,0.667910635471344,0.6109648942947388
0.6645825505256653,0.6160323619842529,0.668175995349884,0.6103070378303528
0.6646401286125183,0.6160597205162048,0.6686124801635742,0.6104166507720947
0.6645309329032898,0.6160597205162048,0.6680667996406555,0.6103070378303528
0.6636735796928406,0.6160323619842529,0.6671964526176453,0.6104166507720947
0.6628901958465576,0.6160597205162048,0.6671541333198547,0.609649121761322
0.6627655625343323,0.6160597205162048,0.6672494411468506,0.6108552813529968
