loss,acc,val_loss,val_acc
0.7516571879386902,0.40140625834465027,0.7285500764846802,0.3891945481300354
0.7172840237617493,0.3785937428474426,0.7044302225112915,0.4233054518699646
0.6953434944152832,0.49812498688697815,0.6866803765296936,0.5826364159584045
0.6811248064041138,0.6123437285423279,0.6770262122154236,0.6196082830429077
0.6720329523086548,0.6326562762260437,0.6719213128089905,0.6108054518699646
0.6699000597000122,0.6107812523841858,0.668678879737854,0.6108054518699646
0.6637126803398132,0.6262500286102295,0.6665476560592651,0.6108054518699646
0.6586785316467285,0.6339062452316284,0.665073037147522,0.6108054518699646
0.6656649112701416,0.6064062714576721,0.6635997891426086,0.6108054518699646
0.6625769734382629,0.6114062666893005,0.6622523665428162,0.6108054518699646
0.6579986810684204,0.6192187666893005,0.6604246497154236,0.6108054518699646
0.6563472151756287,0.6209375262260437,0.6603924632072449,0.6108054518699646
0.6575374603271484,0.6100000143051147,0.6582625508308411,0.6108054518699646
0.6499826312065125,0.6228125095367432,0.6571434736251831,0.6108054518699646
0.6501352787017822,0.614062488079071,0.6548619866371155,0.6108054518699646
0.6505088210105896,0.6123437285423279,0.6533732414245605,0.6108054518699646
0.6471909880638123,0.6189062595367432,0.6507154107093811,0.6108054518699646
0.6407291889190674,0.6274999976158142,0.6484033465385437,0.6108054518699646
0.6424601078033447,0.6154687404632568,0.6468543410301208,0.6108054518699646
0.6402048468589783,0.617968738079071,0.649390459060669,0.6417253613471985
0.6341860294342041,0.6545312404632568,0.648309588432312,0.6291813254356384
0.6318095326423645,0.6553124785423279,0.6442690491676331,0.641285240650177
0.6311433911323547,0.6621875166893005,0.6434175372123718,0.6487675905227661
0.6278370022773743,0.6732812523841858,0.6418102383613586,0.6507482528686523
0.6263255476951599,0.6839062571525574,0.6405449509620667,0.6498679518699646
0.6237993240356445,0.682812511920929,0.6417021155357361,0.6430457830429077
0.6196982264518738,0.6923437714576721,0.6382563710212708,0.6528388857841492
0.608172595500946,0.7054687738418579,0.6380847096443176,0.6455765962600708
0.6072473526000977,0.703906238079071,0.6362788677215576,0.64997798204422
0.601081907749176,0.7128124833106995,0.6351014971733093,0.6485475301742554
0.5975367426872253,0.7207812666893005,0.6341758966445923,0.6486575603485107
0.6055387258529663,0.7065625190734863,0.6353261470794678,0.6426056623458862
0.592581033706665,0.7217187285423279,0.6369757652282715,0.6352332830429077
0.592995822429657,0.7123437523841858,0.6322281956672668,0.6485475301742554
0.5892890691757202,0.7253124713897705,0.6325677037239075,0.646236777305603
0.5837538242340088,0.7287499904632568,0.6321445107460022,0.6427156925201416
0.579764723777771,0.735156238079071,0.6332889795303345,0.6393045783042908
0.5771064162254333,0.7310937643051147,0.6350917816162109,0.6361135840415955
0.5672593116760254,0.7420312762260437,0.6312857270240784,0.6453565359115601
0.5734854936599731,0.7371875047683716,0.6337547898292542,0.6417253613471985
0.5596035718917847,0.750781238079071,0.6367490887641907,0.6328125
0.5662805438041687,0.7395312786102295,0.6312894225120544,0.6466769576072693
