loss,acc,val_loss,val_acc
0.6669897437095642,0.6161613464355469,0.667857825756073,0.6101452708244324
0.6636741161346436,0.6161066293716431,0.6641945838928223,0.6102553009986877
0.6528971195220947,0.6158877015113831,0.6602029800415039,0.6103653311729431
0.6294594407081604,0.6255472898483276,0.6708328127861023,0.6150968074798584
0.5985785722732544,0.6687828302383423,0.681808352470398,0.6059638857841492
0.566469132900238,0.7023314237594604,0.7018939256668091,0.5970510840415955
0.5335343480110168,0.7306534647941589,0.7298609614372253,0.5878080725669861
0.5005166530609131,0.7591670155525208,0.7353748679161072,0.5604093074798584
0.46940600872039795,0.7814415693283081,0.8057292103767395,0.5847271084785461
0.4396539628505707,0.8010343909263611,0.813698410987854,0.5711928009986877
0.40944626927375793,0.8217217326164246,0.822739839553833,0.5625
0.3842568099498749,0.8369636535644531,0.860358476638794,0.5572183132171631
0.35864490270614624,0.8497701287269592,0.9322561621665955,0.5649207830429077
0.3300092816352844,0.8666539192199707,0.9424995183944702,0.5591989159584045
0.3121275007724762,0.8770796656608582,0.9860290884971619,0.5551276206970215
0.28917747735977173,0.8880254030227661,0.9928179383277893,0.5429137349128723
0.2693897783756256,0.898314356803894,1.0503515005111694,0.5593090057373047
0.2523401975631714,0.9060037136077881,1.0822911262512207,0.5511663556098938
0.23606356978416443,0.9150612950325012,1.1189515590667725,0.5588688254356384
0.21603362262248993,0.9241735935211182,1.1540377140045166,0.5472050905227661
0.20107415318489075,0.9307957291603088,1.1629688739776611,0.5389524698257446
0.18549461662769318,0.9370895624160767,1.2474156618118286,0.55622798204422
0.17623892426490784,0.9399354457855225,1.2783288955688477,0.554027259349823
0.16249285638332367,0.947761595249176,1.319534182548523,0.5574383735656738
0.1488456279039383,0.95334392786026,1.3625051975250244,0.5555678009986877
