loss,acc,f1_m,val_loss,val_acc,val_f1_m
0.6659690737724304,0.6185156106948853,0.7638590931892395,0.6675628423690796,0.6104910969734192,0.7577152848243713
0.6649181842803955,0.6125781536102295,0.759294331073761,0.6634106636047363,0.6110491156578064,0.7581151723861694
0.6598501801490784,0.6159765720367432,0.7619161009788513,0.659922182559967,0.6116071343421936,0.7586743235588074
0.6552596092224121,0.6172656416893005,0.7630172967910767,0.6575791835784912,0.6103794574737549,0.7576121687889099
0.6523553729057312,0.6145312786102295,0.7609003186225891,0.6534584760665894,0.6107142567634583,0.7579964995384216
0.6481980681419373,0.6165624856948853,0.7621598839759827,0.6487752795219421,0.6300223469734192,0.7597257494926453
0.644483208656311,0.6186327934265137,0.7623176574707031,0.6476104855537415,0.6330357193946838,0.7527683973312378
0.6400519013404846,0.6292187571525574,0.7628595232963562,0.6486035585403442,0.6273437738418579,0.7253695726394653
0.6371552348136902,0.6358984112739563,0.76181960105896,0.6402274966239929,0.6385044455528259,0.7484830021858215
0.6321164965629578,0.6439843773841858,0.7639163136482239,0.6373181343078613,0.641406238079071,0.7434978485107422
0.6291782855987549,0.6509374976158142,0.7617487907409668,0.6362589597702026,0.6419642567634583,0.7493456602096558
0.626107931137085,0.6548047065734863,0.7632817029953003,0.6341553330421448,0.6439732313156128,0.7386603951454163
0.6252409815788269,0.651171863079071,0.7579084634780884,0.6329945921897888,0.6411830186843872,0.72841876745224
0.6223772168159485,0.6537500023841858,0.7568188309669495,0.6314515471458435,0.645312488079071,0.749940037727356
0.6198484897613525,0.660351574420929,0.7578707337379456,0.6286609172821045,0.6462053656578064,0.7368297576904297
0.6172043681144714,0.6611328125,0.7574277520179749,0.6303749084472656,0.6422991156578064,0.7216718196868896
0.6131276488304138,0.6634374856948853,0.7589005827903748,0.6278778910636902,0.6498883962631226,0.742862343788147
0.6144385933876038,0.6641406416893005,0.7563127875328064,0.6268255710601807,0.6464285850524902,0.727027177810669
0.6095390319824219,0.6703906059265137,0.7603307366371155,0.6242049336433411,0.651562511920929,0.7368403077125549
0.6090576648712158,0.6703125238418579,0.7585716843605042,0.6253629922866821,0.6466518044471741,0.723401665687561
0.6054262518882751,0.6727734208106995,0.7581276893615723,0.6254046559333801,0.6464285850524902,0.7242980003356934
0.6060807704925537,0.6722265481948853,0.7572064995765686,0.623563289642334,0.6502231955528259,0.7218623161315918
0.6030253171920776,0.6762109398841858,0.7614494562149048,0.6226974725723267,0.6479910612106323,0.7260522842407227
0.6012926697731018,0.6784765720367432,0.7622554302215576,0.6219351887702942,0.6485490798950195,0.7250471711158752
0.5994876623153687,0.6794140338897705,0.7623335123062134,0.6240963339805603,0.6547991037368774,0.7416399121284485
0.5987414717674255,0.673632800579071,0.758918046951294,0.6246960163116455,0.6429687738418579,0.7130730748176575
0.5953328609466553,0.6825390458106995,0.7643036842346191,0.6203320026397705,0.6516740918159485,0.7290099263191223
0.5946269035339355,0.6839452981948853,0.764386773109436,0.619072675704956,0.6532366275787354,0.7288863658905029
0.5943031311035156,0.6843359470367432,0.7625067234039307,0.6188932061195374,0.653124988079071,0.7258294224739075
0.5928295850753784,0.684374988079071,0.7632172107696533,0.6192666888237,0.6552455425262451,0.7358085513114929
0.5905373096466064,0.6880078315734863,0.7690107226371765,0.6194980144500732,0.6568080186843872,0.7357425689697266
0.5910975337028503,0.6846484541893005,0.7643758654594421,0.6166715621948242,0.6580356955528259,0.7353624105453491
0.5878601670265198,0.6879296898841858,0.7666067481040955,0.6182714104652405,0.6597098112106323,0.7392169833183289
0.5869755744934082,0.6866406202316284,0.7638127207756042,0.6181970834732056,0.6607142686843872,0.7426164746284485
0.586669921875,0.6915624737739563,0.7665988206863403,0.6214213371276855,0.6484375,0.7090041041374207
