loss,acc,f1_m,val_loss,val_acc,val_f1_m
0.7497131824493408,0.3830859363079071,0.0,0.7314242124557495,0.38973215222358704,0.0
0.7255549430847168,0.3854296803474426,0.0,0.722612202167511,0.3899553716182709,0.0
0.7189700603485107,0.38386717438697815,0.0,0.7163360118865967,0.3888392746448517,0.0
0.7138944268226624,0.38062500953674316,0.0,0.7107680439949036,0.38872766494750977,0.0
0.7084208130836487,0.38343751430511475,0.0,0.7056904435157776,0.3901785612106323,0.008725348860025406
0.7040674090385437,0.38527342677116394,0.012369602918624878,0.7019460201263428,0.4219866096973419,0.13791421055793762
0.6999424695968628,0.40644532442092896,0.08896990865468979,0.6981842517852783,0.46283483505249023,0.284375935792923
0.6966160535812378,0.4425390660762787,0.2289905548095703,0.6948776841163635,0.4967633783817291,0.38769006729125977
0.6937168836593628,0.4912109375,0.38055479526519775,0.6924537420272827,0.5222098231315613,0.47395962476730347
0.6909776329994202,0.5289062261581421,0.48853573203086853,0.6894310116767883,0.550000011920929,0.5350043177604675
0.6885010600090027,0.568164050579071,0.5818778276443481,0.6879762411117554,0.5679687261581421,0.5843936800956726
0.6861789226531982,0.5960937738418579,0.6386235952377319,0.6855882406234741,0.5917410850524902,0.6304792165756226
0.6843276023864746,0.6142968535423279,0.6770766973495483,0.6837376356124878,0.6032366156578064,0.6561776995658875
0.6823940873146057,0.6290624737739563,0.7065107226371765,0.682458221912384,0.6122767925262451,0.6791432499885559
0.6806062459945679,0.6400390863418579,0.7292908430099487,0.6812969446182251,0.6150669455528259,0.6933405995368958
0.6787633299827576,0.6481249928474426,0.7446433305740356,0.6789999604225159,0.6315848231315613,0.7175365686416626
0.6779036521911621,0.6451562643051147,0.7490758299827576,0.6780338287353516,0.6368303298950195,0.7276114821434021
0.6759635806083679,0.6501562595367432,0.7597278356552124,0.6766335368156433,0.6410714387893677,0.7425582408905029
0.6752893328666687,0.6473827958106995,0.7629551887512207,0.6754528880119324,0.6420758962631226,0.7496160268783569
0.673854649066925,0.6454296708106995,0.7639989256858826,0.6743495464324951,0.6408482193946838,0.754136323928833
0.6729087829589844,0.6430078148841858,0.7657724618911743,0.6738651394844055,0.6348214149475098,0.7550721764564514
0.6719111800193787,0.6392577886581421,0.7672182321548462,0.6726928353309631,0.6330357193946838,0.7602002024650574
0.6710031628608704,0.6298437714576721,0.7657569646835327,0.6720119714736938,0.6272321343421936,0.7634986042976379
0.6706085205078125,0.6160547137260437,0.7614628076553345,0.6714330315589905,0.6102678775787354,0.7577933669090271
0.6699638962745667,0.6134374737739563,0.7599988579750061,0.6709502935409546,0.6095982193946838,0.7571156620979309
0.6691036820411682,0.6148437261581421,0.7610588669776917,0.670183539390564,0.610156238079071,0.7573822140693665
