loss,acc,f1_m,val_loss,val_acc,val_f1_m
0.6667636632919312,0.6146484613418579,0.7609148621559143,0.6690772771835327,0.6100446581840515,0.7573246359825134
0.665108323097229,0.6167578101158142,0.7624503374099731,0.6677164435386658,0.6114955544471741,0.7585528492927551
0.6628124117851257,0.6170312762260437,0.7625776529312134,0.6684942841529846,0.6095982193946838,0.7570713758468628
0.661355197429657,0.6165234446525574,0.7622531652450562,0.6677587628364563,0.6109374761581421,0.7580187320709229
0.6586641073226929,0.6161327958106995,0.7620885968208313,0.6665441989898682,0.6109374761581421,0.7580639719963074
0.6575701832771301,0.6148828268051147,0.7611045241355896,0.6660489439964294,0.6110491156578064,0.7581644058227539
0.6549975872039795,0.6145703196525574,0.7608193159103394,0.6653149724006653,0.6107142567634583,0.7579480409622192
0.650326669216156,0.6176171898841858,0.763214111328125,0.6658360958099365,0.6094865798950195,0.7567976713180542
0.6498926281929016,0.6139453053474426,0.7603912949562073,0.6672672629356384,0.6099330186843872,0.7571276426315308
0.6444938778877258,0.6174609661102295,0.7630375027656555,0.670058012008667,0.6095982193946838,0.7570066452026367
