loss,acc,val_loss,val_acc
1.4890154600143433,0.616133987903595,0.9514824151992798,0.6108054518699646
0.801185667514801,0.6161066293716431,0.7189455628395081,0.6086047291755676
0.6838281750679016,0.6171190738677979,0.6801771521568298,0.6054137349128723
0.6649026274681091,0.6187609434127808,0.6761158108711243,0.6064040660858154
0.6601796746253967,0.6220720410346985,0.6777650713920593,0.6091549396514893
0.6541640758514404,0.6294330358505249,0.6791216135025024,0.6095950603485107
0.6470851302146912,0.6390926241874695,0.6829832792282104,0.6029929518699646
0.6399206519126892,0.6495457291603088,0.6859481334686279,0.5998019576072693
0.6331693530082703,0.6577276587486267,0.6868876814842224,0.5898987650871277
0.6251583099365234,0.6716834306716919,0.6917295455932617,0.5870378613471985
0.6166399121284485,0.683970034122467,0.697763204574585,0.5979313254356384
0.6090041399002075,0.6930275559425354,0.7074528336524963,0.5940800905227661
0.6000189185142517,0.7018388509750366,0.7084000110626221,0.5840669274330139
0.5917901992797852,0.7110880017280579,0.7103361487388611,0.5747138857841492
0.5832878351211548,0.7190510034561157,0.7177148461341858,0.5670114159584045
0.5754960775375366,0.7282180190086365,0.7271611094474792,0.5890184640884399
0.5691705346107483,0.7279170155525208,0.7261336445808411,0.5782350301742554
0.5604586005210876,0.7390269041061401,0.7343122363090515,0.5692121386528015
0.554759681224823,0.7433230876922607,0.7440008521080017,0.5550175905227661
0.5440295338630676,0.7510945796966553,0.7511757612228394,0.5566681623458862
